age,workclass,fnlwgt,education,educational-num,occupation,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income_>50K
23,Private,257509,Some-college,10,Sales,White,Male,0,0,25,United-States,0
36,Private,290560,Some-college,10,Exec-managerial,White,Male,0,0,45,United-States,0
38,Private,65324,Prof-school,15,Prof-specialty,White,Male,0,0,40,United-States,1
29,Private,87905,HS-grad,9,Other-service,White,Male,10520,0,40,United-States,1
31,Private,180656,Bachelors,13,Other-service,White,Male,0,0,40,,0
28,Private,250135,HS-grad,9,Prof-specialty,White,Female,0,0,40,United-States,0
31,Private,128065,11th,7,Farming-fishing,White,Male,0,0,55,United-States,1
38,Private,101192,Some-college,10,Other-service,White,Male,0,0,40,United-States,0
41,State-gov,88913,Assoc-acdm,12,Prof-specialty,Asian-Pac-Islander,Female,0,0,36,United-States,0
27,Private,155057,Some-college,10,Prof-specialty,White,Male,0,0,50,United-States,1
22,Private,60783,10th,6,Craft-repair,White,Male,0,0,15,United-States,0
38,Self-emp-inc,125645,Some-college,10,Sales,White,Male,0,0,50,United-States,1
38,Private,238980,Some-college,10,Other-service,White,Male,0,0,40,United-States,0
26,Private,57600,Bachelors,13,Prof-specialty,White,Male,0,0,40,United-States,0
37,Private,215476,HS-grad,9,Handlers-cleaners,Black,Female,0,0,30,United-States,0
38,State-gov,143517,Bachelors,13,Exec-managerial,White,Male,0,0,40,United-States,0
17,Private,262511,11th,7,Sales,White,Male,0,0,20,United-States,0
48,Private,233802,Masters,14,Exec-managerial,Black,Male,0,0,45,United-States,0
49,Private,110669,10th,6,Machine-op-inspct,White,Female,0,0,32,United-States,0
32,State-gov,177216,Bachelors,13,Prof-specialty,White,Female,0,0,40,United-States,0
38,Private,127493,Assoc-acdm,12,Sales,White,Female,0,0,35,United-States,0
34,Private,259818,HS-grad,9,Other-service,Black,Female,0,0,40,United-States,0
23,Private,347873,Assoc-acdm,12,Prof-specialty,Asian-Pac-Islander,Female,0,0,30,Vietnam,0
17,Private,141445,10th,6,Other-service,White,Male,0,0,30,United-States,0
38,Private,176101,Bachelors,13,Exec-managerial,White,Male,0,0,40,United-States,0
50,Private,213296,Some-college,10,Craft-repair,White,Male,0,0,48,United-States,1
25,Private,479765,7th-8th,4,Sales,White,Male,0,0,45,Guatemala,0
24,Private,345066,HS-grad,9,Handlers-cleaners,Black,Female,0,0,50,United-States,0
19,Private,197861,12th,8,Craft-repair,White,Male,0,0,15,United-States,0
40,Private,110009,10th,6,Machine-op-inspct,White,Male,0,0,40,,0
35,Private,111387,9th,5,Craft-repair,White,Male,0,0,40,United-States,0
41,Private,198196,HS-grad,9,Transport-moving,White,Male,0,0,40,United-States,0
22,Private,257017,Assoc-voc,11,Other-service,Black,Male,0,0,52,United-States,0
43,State-gov,134782,Assoc-acdm,12,Other-service,White,Female,0,0,30,United-States,0
25,Private,129806,HS-grad,9,Machine-op-inspct,White,Male,0,0,48,United-States,0
37,Private,103986,Bachelors,13,Prof-specialty,White,Male,7688,0,39,United-States,1
37,Private,328466,HS-grad,9,Craft-repair,White,Male,0,0,72,Mexico,0
77,Private,123959,HS-grad,9,Adm-clerical,White,Female,0,0,32,United-States,0
46,Private,65353,Some-college,10,Transport-moving,White,Male,3325,0,55,United-States,0
18,Private,130389,11th,7,Other-service,White,Male,0,0,20,Scotland,0
21,Private,203178,HS-grad,9,Sales,White,Female,0,0,35,United-States,0
34,Private,181152,HS-grad,9,Adm-clerical,Black,Female,0,0,35,United-States,0
41,Private,112283,HS-grad,9,Craft-repair,White,Male,0,0,60,United-States,1
37,Private,167482,HS-grad,9,Machine-op-inspct,White,Male,0,0,40,United-States,0
47,Private,111994,HS-grad,9,Other-service,White,Male,0,0,34,United-States,0
30,Private,207253,Assoc-voc,11,Craft-repair,White,Male,0,0,40,England,0
45,Private,297676,Assoc-acdm,12,Sales,White,Female,0,0,40,Cuba,0
39,Private,200153,Bachelors,13,Adm-clerical,White,Male,0,0,40,United-States,0
52,Self-emp-inc,146574,Prof-school,15,Prof-specialty,White,Male,0,0,40,United-States,1
54,Private,104501,Some-college,10,Sales,White,Male,15024,0,40,United-States,1
37,Private,181705,Assoc-voc,11,Craft-repair,White,Male,0,0,40,United-States,0
59,Private,261232,11th,7,Farming-fishing,White,Male,0,0,40,United-States,0
24,Private,106085,HS-grad,9,Other-service,Black,Male,0,1721,30,United-States,0
21,Private,265356,Some-college,10,Sales,White,Male,0,0,40,United-States,0
21,Private,204596,Assoc-acdm,12,Adm-clerical,White,Female,0,0,8,United-States,0
23,Private,372898,HS-grad,9,Sales,White,Female,0,0,40,United-States,0
48,Private,102202,HS-grad,9,Sales,White,Female,0,0,50,United-States,0
38,Private,60355,HS-grad,9,Adm-clerical,White,Female,0,0,40,United-States,0
21,Private,203924,Some-college,10,Adm-clerical,White,Male,2597,0,45,United-States,0
21,Private,206354,HS-grad,9,Other-service,Black,Female,0,0,35,United-States,0
54,Private,283281,7th-8th,4,Craft-repair,Black,Male,0,0,50,United-States,0
28,State-gov,73211,Some-college,10,Adm-clerical,Asian-Pac-Islander,Male,0,0,20,United-States,0
51,Private,123053,Masters,14,Prof-specialty,Asian-Pac-Islander,Male,5013,0,40,India,0
27,Private,169117,Some-college,10,Adm-clerical,Black,Female,0,0,30,United-States,0
23,Private,162228,Bachelors,13,Sales,White,Male,0,0,48,United-States,0
19,Private,375114,HS-grad,9,Craft-repair,White,Female,0,0,40,United-States,0
37,Private,188069,HS-grad,9,Machine-op-inspct,White,Male,0,0,40,United-States,0
46,Private,173461,Some-college,10,Sales,White,Female,0,0,40,United-States,1
40,Private,170413,HS-grad,9,Adm-clerical,White,Female,0,1741,40,United-States,0
47,Private,318360,Assoc-acdm,12,Exec-managerial,White,Female,0,0,55,United-States,1
32,Private,131568,Some-college,10,Machine-op-inspct,White,Male,0,0,40,United-States,0
32,Private,208291,HS-grad,9,Sales,White,Male,0,0,50,United-States,0
30,Private,112650,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,0
37,Private,75024,HS-grad,9,Sales,White,Female,0,0,25,Canada,0
53,Private,283602,Bachelors,13,Sales,White,Female,13550,0,43,United-States,1
38,Private,166585,Bachelors,13,Exec-managerial,White,Female,0,0,55,United-States,0
17,Private,240143,11th,7,Craft-repair,White,Male,0,0,30,United-States,0
39,Private,30916,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,0
22,Private,39615,Some-college,10,Prof-specialty,White,Male,0,0,45,United-States,0
35,Private,377798,Bachelors,13,Prof-specialty,White,Male,0,0,50,United-States,1
72,Private,205343,11th,7,Adm-clerical,White,Female,0,0,40,United-States,0
26,Private,165673,HS-grad,9,Sales,White,Male,0,0,40,United-States,0
19,Private,218956,Some-college,10,Tech-support,White,Male,0,0,20,United-States,0
25,Private,193787,Some-college,10,Tech-support,White,Female,0,0,40,United-States,0
49,Private,247294,HS-grad,9,Craft-repair,White,Male,0,0,45,United-States,1
39,Private,148485,Some-college,10,Craft-repair,White,Male,0,0,50,United-States,0
56,Private,247119,7th-8th,4,Machine-op-inspct,Other,Female,0,0,40,Dominican-Republic,0
42,State-gov,148316,Assoc-voc,11,Protective-serv,White,Male,0,0,40,United-States,1
44,Self-emp-inc,57233,Some-college,10,Craft-repair,White,Male,0,0,40,United-States,1
27,Private,55390,Some-college,10,Farming-fishing,White,Male,0,0,45,United-States,0
25,Private,108542,Bachelors,13,Exec-managerial,White,Male,0,0,35,United-States,0
38,Private,252250,11th,7,Machine-op-inspct,White,Male,0,0,65,United-States,0
37,Private,37109,HS-grad,9,Other-service,Asian-Pac-Islander,Female,0,0,60,Philippines,0
53,Private,227602,HS-grad,9,Sales,White,Female,0,0,37,Mexico,0
36,Private,193815,Some-college,10,Craft-repair,White,Male,0,0,50,United-States,1
20,Private,315877,HS-grad,9,Other-service,White,Male,0,2001,40,United-States,0
47,Private,155659,Some-college,10,Craft-repair,White,Male,7688,0,55,United-States,1
42,Private,184837,HS-grad,9,Machine-op-inspct,White,Female,7298,0,40,United-States,1
43,State-gov,99185,Bachelors,13,Prof-specialty,White,Female,0,0,40,United-States,0
33,Private,198727,HS-grad,9,Tech-support,White,Female,0,0,40,United-States,0
22,Private,316304,Some-college,10,Farming-fishing,White,Male,0,0,50,United-States,0
30,Private,19678,Bachelors,13,Sales,Asian-Pac-Islander,Female,0,0,60,Philippines,1
55,Private,282753,5th-6th,3,Other-service,Black,Male,0,0,25,United-States,0
57,Private,174353,HS-grad,9,Exec-managerial,White,Male,0,0,40,United-States,0
25,Private,211424,Bachelors,13,Exec-managerial,White,Male,0,0,40,United-States,0
22,Private,344176,HS-grad,9,Sales,White,Male,0,0,20,United-States,0
41,Private,75012,HS-grad,9,Machine-op-inspct,White,Male,0,0,50,United-States,0
37,Private,294919,Some-college,10,Transport-moving,White,Male,0,0,40,United-States,0
46,Private,106662,Bachelors,13,Sales,White,Male,99999,0,55,United-States,1
25,Private,125159,Assoc-acdm,12,Handlers-cleaners,Black,Male,0,0,40,Jamaica,0
43,Private,244419,HS-grad,9,Machine-op-inspct,Black,Female,0,0,40,United-States,0
20,Private,236804,HS-grad,9,Adm-clerical,White,Male,0,0,40,United-States,0
50,Private,190762,5th-6th,3,Handlers-cleaners,White,Male,0,0,40,Mexico,0
22,Private,161638,HS-grad,9,Machine-op-inspct,White,Female,0,0,40,Columbia,0
26,Private,139116,Some-college,10,Other-service,Black,Female,0,0,50,United-States,0
41,Private,29762,HS-grad,9,Craft-repair,White,Male,0,0,52,United-States,1
48,Private,108699,HS-grad,9,Adm-clerical,White,Female,0,0,40,United-States,0
61,Private,228287,HS-grad,9,Craft-repair,White,Male,0,0,50,United-States,0
21,Private,99970,Some-college,10,Sales,White,Male,0,0,15,United-States,0
44,Self-emp-inc,153132,Bachelors,13,Exec-managerial,White,Male,7688,0,52,United-States,1
51,Private,280292,HS-grad,9,Sales,White,Male,0,0,40,United-States,0
38,State-gov,239539,HS-grad,9,Machine-op-inspct,Asian-Pac-Islander,Male,0,0,40,Philippines,0
27,Private,333296,Bachelors,13,Other-service,White,Male,0,0,30,,0
40,Self-emp-inc,37869,HS-grad,9,Exec-managerial,White,Male,0,0,50,United-States,0
73,Private,573446,Some-college,10,Prof-specialty,White,Male,0,0,15,United-States,0
65,Private,95644,Assoc-acdm,12,Sales,White,Female,0,0,40,United-States,0
59,Private,75541,HS-grad,9,Craft-repair,White,Female,0,0,40,United-States,0
57,Private,161097,HS-grad,9,Sales,White,Female,0,0,26,United-States,0
51,Private,229225,Masters,14,Other-service,Black,Female,0,0,18,United-States,1
35,Private,282979,HS-grad,9,Sales,White,Male,5178,0,50,United-States,1
25,Private,181666,Assoc-acdm,12,Tech-support,White,Female,0,0,40,United-States,0
28,Private,191935,Assoc-acdm,12,Sales,White,Male,0,0,20,United-States,0
48,Private,168038,Some-college,10,Exec-managerial,White,Male,0,1564,50,United-States,1
25,Private,177147,Some-college,10,Handlers-cleaners,White,Male,0,0,40,United-States,0
21,Private,205844,Some-college,10,Sales,Black,Female,0,0,25,United-States,0
38,Private,196123,Some-college,10,Prof-specialty,White,Male,0,0,40,United-States,0
34,Private,228386,HS-grad,9,Craft-repair,Black,Female,0,0,70,United-States,0
59,Private,168569,Prof-school,15,Prof-specialty,White,Male,0,0,50,United-States,0
41,Private,82049,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,1
49,Private,43348,Masters,14,Prof-specialty,White,Male,0,0,40,United-States,1
36,State-gov,147258,Some-college,10,Transport-moving,White,Male,0,0,60,United-States,0
35,Private,98776,HS-grad,9,Exec-managerial,White,Male,0,0,60,United-States,0
39,Private,273362,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,1
30,Private,200700,Some-college,10,Sales,White,Male,0,0,40,United-States,0
46,Private,174995,HS-grad,9,Adm-clerical,White,Female,0,0,45,United-States,0
55,Private,129762,HS-grad,9,Other-service,White,Female,0,0,40,Scotland,0
42,Private,511068,Bachelors,13,Prof-specialty,White,Male,7688,0,40,United-States,1
47,Private,358382,HS-grad,9,Other-service,Black,Male,0,0,40,United-States,0
26,Private,220656,HS-grad,9,Adm-clerical,Black,Male,0,0,40,United-States,0
60,Private,140516,Some-college,10,Exec-managerial,White,Female,0,0,40,United-States,0
19,Private,208066,Some-college,10,Sales,White,Female,0,0,20,United-States,0
49,State-gov,336509,10th,6,Other-service,White,Male,0,0,40,United-States,0
45,Private,255014,Some-college,10,Craft-repair,White,Male,0,0,55,United-States,1
47,Private,146497,Some-college,10,Adm-clerical,White,Female,0,0,16,Germany,0
40,Private,50524,12th,8,Craft-repair,White,Male,0,0,40,United-States,0
18,Private,261714,Some-college,10,Sales,White,Female,0,0,15,United-States,0
42,Private,251229,Bachelors,13,Transport-moving,White,Male,0,0,40,United-States,0
40,Private,91959,Bachelors,13,Prof-specialty,White,Male,0,0,46,United-States,1
28,Private,251905,Masters,14,Sales,White,Male,0,0,42,United-States,0
27,Private,193898,HS-grad,9,Craft-repair,White,Male,0,0,50,United-States,0
46,Private,254367,HS-grad,9,Transport-moving,White,Male,0,1590,48,United-States,0
45,Private,163174,11th,7,Machine-op-inspct,White,Male,4386,0,40,United-States,1
29,Private,32897,HS-grad,9,Other-service,White,Female,0,0,25,United-States,0
47,Private,191277,HS-grad,9,Transport-moving,White,Male,0,0,50,United-States,1
44,Private,310255,Some-college,10,Craft-repair,White,Male,0,0,60,United-States,1
51,Private,158508,Some-college,10,Exec-managerial,White,Female,0,0,36,United-States,0
46,Self-emp-inc,285335,Some-college,10,Sales,White,Male,0,0,60,United-States,1
23,Private,224716,Some-college,10,Sales,White,Male,0,0,35,United-States,0
34,Private,219619,HS-grad,9,Handlers-cleaners,White,Male,0,0,40,United-States,0
24,Private,278130,Assoc-voc,11,Machine-op-inspct,White,Male,0,0,40,United-States,0
27,Self-emp-inc,233724,HS-grad,9,Adm-clerical,White,Male,0,0,38,United-States,0
27,Private,189775,HS-grad,9,Adm-clerical,Black,Female,0,0,40,United-States,0
37,Self-emp-inc,51264,Assoc-voc,11,Sales,White,Male,0,0,40,United-States,1
59,Private,157305,Preschool,1,Machine-op-inspct,White,Male,0,0,40,Dominican-Republic,0
31,Private,97723,Assoc-acdm,12,Craft-repair,White,Male,0,0,40,United-States,1
35,Private,98948,Bachelors,13,Other-service,White,Female,0,0,32,United-States,0
61,Private,182163,Some-college,10,Prof-specialty,White,Male,0,1902,40,United-States,1
58,State-gov,179089,Bachelors,13,Adm-clerical,White,Female,0,0,40,United-States,0
20,Private,146538,HS-grad,9,Machine-op-inspct,White,Male,0,0,40,United-States,0
59,Private,59584,HS-grad,9,Machine-op-inspct,Black,Male,0,0,40,United-States,0
30,Private,114691,Bachelors,13,Adm-clerical,White,Male,0,0,40,United-States,0
20,Private,379198,HS-grad,9,Other-service,Other,Male,0,0,40,Mexico,0
40,Private,280362,HS-grad,9,Transport-moving,White,Male,0,0,35,United-States,0
21,Private,235442,HS-grad,9,Adm-clerical,White,Male,0,0,40,United-States,0
51,Private,313146,HS-grad,9,Machine-op-inspct,White,Male,0,0,40,United-States,0
64,Private,144182,HS-grad,9,Prof-specialty,White,Female,0,0,23,United-States,0
60,Private,197311,HS-grad,9,Priv-house-serv,White,Female,0,0,99,United-States,0
39,Private,183892,HS-grad,9,Machine-op-inspct,White,Male,0,0,40,United-States,0
63,Private,237620,HS-grad,9,Craft-repair,White,Male,0,0,30,United-States,0
27,Private,327766,Some-college,10,Craft-repair,White,Male,0,0,45,United-States,0
55,Private,145214,Some-college,10,Adm-clerical,White,Female,4650,0,20,United-States,0
25,Private,143267,HS-grad,9,Adm-clerical,White,Female,0,0,48,United-States,0
24,State-gov,123160,Masters,14,Prof-specialty,Asian-Pac-Islander,Female,0,0,10,China,0
29,Private,114158,Bachelors,13,Tech-support,White,Female,0,0,40,United-States,0
27,Private,97490,Some-college,10,Craft-repair,White,Female,0,0,40,United-States,0
32,Private,295117,Bachelors,13,Exec-managerial,Black,Male,0,0,40,England,1
36,Private,120204,HS-grad,9,Tech-support,White,Female,0,0,40,United-States,0
33,Private,473133,Doctorate,16,Prof-specialty,White,Male,15024,0,50,United-States,1
18,Private,152182,Some-college,10,Other-service,White,Female,0,0,25,United-States,0
31,Private,203488,Bachelors,13,Sales,White,Male,0,1977,45,United-States,1
20,Private,228686,11th,7,Other-service,White,Male,0,0,40,United-States,0
40,Private,24038,Bachelors,13,Exec-managerial,White,Female,0,0,55,United-States,0
39,Private,258102,Some-college,10,Handlers-cleaners,White,Male,0,0,50,United-States,0
75,Private,239038,Some-college,10,Transport-moving,White,Male,0,0,16,United-States,0
44,Private,185602,Assoc-voc,11,Exec-managerial,White,Female,0,0,40,United-States,0
26,Private,51961,Bachelors,13,Adm-clerical,Black,Male,0,0,20,United-States,0
36,Private,111377,10th,6,Craft-repair,White,Male,0,0,40,United-States,0
20,Private,312017,Some-college,10,Protective-serv,White,Male,0,0,40,Germany,0
31,Private,175985,Some-college,10,Exec-managerial,White,Female,0,0,50,United-States,0
60,Private,532845,1st-4th,2,Craft-repair,White,Male,0,0,40,Mexico,1
25,Private,178326,Some-college,10,Sales,White,Female,0,0,40,United-States,0
29,Private,176723,Some-college,10,Sales,White,Female,0,0,25,United-States,0
28,Private,138054,Assoc-acdm,12,Other-service,Other,Male,0,0,40,United-States,0
55,Self-emp-inc,124137,Some-college,10,Sales,White,Male,0,0,40,United-States,1
45,Private,139571,HS-grad,9,Craft-repair,White,Male,0,0,50,United-States,1
52,Private,35598,HS-grad,9,Transport-moving,White,Male,0,0,40,United-States,0
35,Private,227571,7th-8th,4,Handlers-cleaners,White,Male,0,0,40,Mexico,0
63,Private,188999,HS-grad,9,Craft-repair,White,Male,0,0,48,United-States,0
35,Private,192923,HS-grad,9,Craft-repair,White,Male,0,2377,40,United-States,0
29,Private,108431,Assoc-voc,11,Exec-managerial,Black,Male,0,2415,40,United-States,1
42,Private,121264,Assoc-voc,11,Prof-specialty,White,Male,0,0,40,United-States,1
49,Private,202053,HS-grad,9,Sales,White,Female,0,0,32,United-States,0
49,Private,191320,HS-grad,9,Other-service,White,Female,0,0,24,United-States,0
39,Private,177277,HS-grad,9,Machine-op-inspct,White,Male,0,0,45,United-States,1
43,Private,226902,HS-grad,9,Sales,White,Male,0,0,80,United-States,1
39,Private,231141,HS-grad,9,Machine-op-inspct,White,Male,2829,0,40,United-States,0
24,Private,190293,Bachelors,13,Prof-specialty,White,Female,0,0,40,United-States,0
21,Private,97212,HS-grad,9,Other-service,White,Female,0,2001,25,United-States,0
28,Private,180313,Bachelors,13,Adm-clerical,White,Female,0,0,40,United-States,0
19,Private,63434,12th,8,Farming-fishing,White,Female,0,0,30,United-States,0
37,Private,112264,HS-grad,9,Transport-moving,White,Male,0,0,40,United-States,0
55,Private,27227,Some-college,10,Other-service,White,Male,0,1977,35,United-States,1
35,State-gov,106448,Masters,14,Prof-specialty,White,Male,0,0,45,United-States,0
35,Private,235485,Bachelors,13,Exec-managerial,White,Male,0,0,40,United-States,1
35,Private,169638,Some-college,10,Sales,White,Female,0,0,36,United-States,0
31,Private,131633,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,0
49,Private,60751,HS-grad,9,Protective-serv,White,Male,0,0,40,United-States,0
27,Self-emp-inc,190911,HS-grad,9,Sales,White,Male,0,0,45,United-States,0
49,Private,90907,Some-college,10,Adm-clerical,Asian-Pac-Islander,Male,0,0,40,Outlying-US(Guam-USVI-etc),1
38,Private,65291,Bachelors,13,Tech-support,White,Female,0,0,24,United-States,0
55,Private,171015,HS-grad,9,Sales,White,Female,0,0,40,United-States,0
21,Private,196074,9th,5,Other-service,White,Male,0,0,40,United-States,0
55,Private,393768,Assoc-voc,11,Exec-managerial,White,Male,0,0,40,United-States,0
44,Private,114753,Some-college,10,Tech-support,White,Female,0,0,38,United-States,0
43,Private,26915,Assoc-voc,11,Exec-managerial,White,Male,0,0,45,United-States,1
29,Private,107458,Bachelors,13,Sales,White,Male,0,0,50,United-States,0
55,Self-emp-inc,79662,HS-grad,9,Transport-moving,White,Male,0,0,60,United-States,0
51,Private,178693,Bachelors,13,Sales,White,Male,0,0,50,United-States,1
38,Private,31603,Bachelors,13,Craft-repair,White,Female,0,0,40,United-States,0
18,Private,215190,12th,8,Sales,White,Female,0,0,20,United-States,0
51,Private,97005,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,0
37,Private,184659,HS-grad,9,Machine-op-inspct,White,Male,5013,0,44,United-States,0
38,Private,309230,Some-college,10,Craft-repair,White,Male,0,0,40,United-States,1
57,Private,71367,HS-grad,9,Other-service,White,Female,0,0,40,United-States,0
47,Private,70209,HS-grad,9,Adm-clerical,White,Female,0,0,40,United-States,0
50,Private,198362,Assoc-voc,11,Exec-managerial,White,Female,0,0,40,United-States,0
20,Private,116666,Some-college,10,Sales,Asian-Pac-Islander,Male,0,0,8,India,0
28,Private,303954,HS-grad,9,Craft-repair,White,Male,0,1848,42,United-States,1
33,Private,83231,HS-grad,9,Other-service,White,Female,0,0,40,United-States,0
40,Private,223277,Bachelors,13,Adm-clerical,White,Male,0,0,50,United-States,1
21,Private,236696,Some-college,10,Other-service,White,Male,0,0,57,United-States,0
28,Private,178489,Bachelors,13,Exec-managerial,Black,Female,0,0,45,,0
21,Private,170456,Assoc-acdm,12,Handlers-cleaners,White,Male,0,0,15,United-States,0
41,Private,212894,5th-6th,3,Handlers-cleaners,White,Male,0,0,40,Guatemala,0
36,Private,173804,Some-college,10,Sales,White,Female,0,0,35,United-States,0
36,Private,151835,HS-grad,9,Other-service,White,Male,0,0,60,United-States,1
34,Private,152493,HS-grad,9,Transport-moving,White,Male,0,0,60,United-States,0
29,Private,187746,Some-college,10,Other-service,White,Female,0,0,40,United-States,0
45,Private,167617,Some-college,10,Other-service,White,Male,0,0,40,United-States,0
30,Private,327202,12th,8,Craft-repair,Black,Male,0,0,40,United-States,0
42,Private,121055,Bachelors,13,Sales,White,Male,0,0,60,United-States,0
25,Private,161631,Some-college,10,Craft-repair,White,Male,0,0,40,United-States,0
31,Private,198103,HS-grad,9,Machine-op-inspct,White,Male,0,0,40,United-States,0
45,Private,301802,Bachelors,13,Transport-moving,White,Male,0,0,50,United-States,1
29,Private,37933,12th,8,Other-service,Black,Female,0,0,40,United-States,0
42,Private,296749,Some-college,10,Machine-op-inspct,White,Male,0,0,45,United-States,0
68,Private,117236,Bachelors,13,Exec-managerial,White,Male,20051,0,45,United-States,1
37,Private,246677,HS-grad,9,Prof-specialty,White,Female,0,0,38,United-States,0
40,Private,388725,Some-college,10,Exec-managerial,White,Male,0,0,40,United-States,0
28,Private,274679,Masters,14,Prof-specialty,White,Male,0,0,50,United-States,0
19,Private,574271,HS-grad,9,Handlers-cleaners,White,Male,0,0,28,United-States,0
40,Private,95639,HS-grad,9,Handlers-cleaners,Amer-Indian-Eskimo,Male,0,0,45,United-States,0
65,Private,115922,11th,7,Handlers-cleaners,White,Male,0,0,24,United-States,0
54,Private,254152,HS-grad,9,Prof-specialty,White,Male,0,0,40,United-States,0
43,Private,128212,5th-6th,3,Machine-op-inspct,Asian-Pac-Islander,Female,0,0,40,Vietnam,1
48,Private,398843,Some-college,10,Sales,Black,Female,0,0,35,United-States,0
55,State-gov,294395,Assoc-voc,11,Prof-specialty,White,Female,6849,0,40,United-States,0
35,State-gov,223725,Assoc-acdm,12,Prof-specialty,White,Male,0,0,65,United-States,0
52,Private,123780,HS-grad,9,Adm-clerical,White,Female,0,0,38,United-States,0
22,Private,83998,Some-college,10,Sales,White,Male,0,0,40,United-States,0
34,Private,146161,Bachelors,13,Prof-specialty,White,Male,0,0,60,United-States,1
24,Private,744929,HS-grad,9,Exec-managerial,Black,Female,0,0,40,United-States,0
52,State-gov,189728,HS-grad,9,Other-service,White,Female,0,0,35,United-States,0
25,Private,67240,Bachelors,13,Prof-specialty,White,Male,0,0,35,United-States,0
48,Private,128796,Assoc-acdm,12,Exec-managerial,White,Male,0,0,40,United-States,1
31,Private,214235,HS-grad,9,Other-service,White,Male,0,0,65,United-States,0
40,Private,75615,HS-grad,9,Sales,Black,Male,0,0,43,United-States,0
46,Private,33794,Some-college,10,Prof-specialty,White,Male,0,0,10,United-States,0
23,Private,543028,HS-grad,9,Sales,Black,Male,0,0,40,United-States,0
23,Private,98283,Bachelors,13,Exec-managerial,Asian-Pac-Islander,Male,0,0,40,United-States,0
52,Private,266138,Bachelors,13,Exec-managerial,White,Male,0,0,40,,1
40,State-gov,13492,HS-grad,9,Protective-serv,Amer-Indian-Eskimo,Male,0,0,84,United-States,0
44,Private,110396,Masters,14,Exec-managerial,White,Male,14084,0,56,United-States,1
27,Private,129629,Assoc-voc,11,Tech-support,White,Female,0,0,36,United-States,0
29,Private,275110,Some-college,10,Handlers-cleaners,Black,Male,0,0,42,United-States,0
30,Private,209317,HS-grad,9,Machine-op-inspct,White,Male,0,0,50,Dominican-Republic,0
54,Private,329733,HS-grad,9,Exec-managerial,White,Male,0,0,40,United-States,1
45,Self-emp-inc,40666,Prof-school,15,Prof-specialty,White,Male,0,0,55,United-States,1
50,Private,102346,HS-grad,9,Adm-clerical,White,Female,0,0,36,,0
36,Private,197860,HS-grad,9,Other-service,Black,Female,0,0,40,Haiti,0
30,Private,131415,Bachelors,13,Priv-house-serv,White,Female,0,0,60,United-States,0
45,State-gov,130206,HS-grad,9,Adm-clerical,White,Female,0,0,40,United-States,0
29,State-gov,188986,Assoc-voc,11,Tech-support,White,Female,0,1590,64,United-States,0
18,Private,42857,Some-college,10,Sales,White,Female,0,0,20,United-States,0
39,Private,356838,HS-grad,9,Farming-fishing,White,Male,0,0,12,United-States,0
19,Private,283945,HS-grad,9,Other-service,White,Male,0,0,35,United-States,0
51,Private,76044,Masters,14,Prof-specialty,Other,Male,4787,0,35,Mexico,1
45,Private,186473,HS-grad,9,Adm-clerical,White,Female,0,0,40,United-States,0
38,Private,33983,Some-college,10,Transport-moving,White,Male,0,0,40,United-States,0
43,Private,156771,10th,6,Adm-clerical,White,Male,0,0,40,United-States,0
42,Private,296982,Some-college,10,Sales,White,Male,0,0,40,United-States,0
52,Private,22154,Some-college,10,Sales,White,Male,0,0,40,United-States,0
27,Private,79661,HS-grad,9,Sales,White,Male,4386,0,40,United-States,1
60,Private,85815,HS-grad,9,Craft-repair,Asian-Pac-Islander,Male,0,0,40,United-States,0
67,Private,229709,HS-grad,9,Sales,White,Female,0,0,40,United-States,0
29,Self-emp-inc,156815,HS-grad,9,Other-service,White,Male,0,0,40,United-States,0
44,Private,314739,Some-college,10,Sales,White,Male,0,0,40,United-States,1
37,Private,160920,Some-college,10,Sales,White,Male,0,0,45,United-States,0
51,Private,229259,Bachelors,13,Exec-managerial,White,Male,0,0,45,United-States,1
51,Private,312446,Bachelors,13,Exec-managerial,White,Male,0,0,37,United-States,1
58,Private,121111,HS-grad,9,Sales,White,Female,0,0,40,Greece,0
41,Private,180181,Masters,14,Exec-managerial,White,Female,0,0,40,United-States,0
63,Private,200127,HS-grad,9,Adm-clerical,White,Female,0,0,40,United-States,0
33,Private,136331,HS-grad,9,Craft-repair,White,Male,0,0,50,United-States,0
26,Private,28856,Bachelors,13,Tech-support,White,Female,0,0,40,United-States,0
27,Private,194472,HS-grad,9,Priv-house-serv,White,Female,0,0,60,United-States,0
31,Private,356882,HS-grad,9,Machine-op-inspct,White,Male,5013,0,40,United-States,0
18,Private,36882,12th,8,Sales,White,Female,0,0,20,United-States,0
48,Private,219565,HS-grad,9,Craft-repair,White,Male,0,0,40,United-States,0
21,Private,214542,Some-college,10,Handlers-cleaners,White,Male,0,0,22,United-States,0
20,Private,216972,HS-grad,9,Sales,White,Male,0,0,30,United-States,0
39,Private,82521,Bachelors,13,Sales,White,Male,0,0,45,United-States,1
